train_loss,train_acc,test_loss,test_acc
0.5648964643478394,0.4501011371612549,0.2602640390396118,0.4501011371612549
0.2147500365972519,0.6272417306900024,0.0953177809715271,0.6272417306900024
0.11098509281873703,0.6831202507019043,0.08754241466522217,0.6831202507019043
0.09482775628566742,0.6864977478981018,0.08798785507678986,0.6864977478981018
0.09284799546003342,0.6478115320205688,0.08991673588752747,0.6478115320205688
0.0923626497387886,0.6812965273857117,0.08962170779705048,0.6812965273857117
0.09230107069015503,0.7103090286254883,0.08556168526411057,0.7103090286254883
0.09089457988739014,0.4809870719909668,0.09915165603160858,0.4809870719909668
0.0900154858827591,0.7509161233901978,0.08078914135694504,0.7509161233901978
0.08796872198581696,0.7176368236541748,0.08226112276315689,0.7176368236541748
0.0872216746211052,0.7177518010139465,0.08281116932630539,0.7177518010139465
0.08751089870929718,0.6860052347183228,0.08443383872509003,0.6860052347183228
0.08636321127414703,0.7304454445838928,0.08498173207044601,0.7304454445838928
0.08577616512775421,0.7024328708648682,0.08472587913274765,0.7024328708648682
0.08426883071660995,0.7061383724212646,0.0842699259519577,0.7061383724212646
0.08500157296657562,0.6938108205795288,0.08728296309709549,0.6938108205795288
0.08416998386383057,0.669480562210083,0.08725709468126297,0.669480562210083
0.08425906300544739,0.7336921691894531,0.08405288308858871,0.7336921691894531
0.08334717899560928,0.5008565187454224,0.08748774230480194,0.5008565187454224
0.08471638709306717,0.7501397728919983,0.08075094223022461,0.7501397728919983
0.08325517177581787,0.6848649382591248,0.08970429003238678,0.6848649382591248
0.08259472250938416,0.7400400042533875,0.08047519624233246,0.7400400042533875
0.08371797949075699,0.7487558722496033,0.08418575674295425,0.7487558722496033
0.08270204812288284,0.7623017430305481,0.0791395977139473,0.7623017430305481
0.08217132836580276,0.7276860475540161,0.08462181687355042,0.7276860475540161
0.0799516960978508,0.742812991142273,0.07928625494241714,0.742812991142273
0.08057547360658646,0.7460429668426514,0.0830378457903862,0.7460429668426514
0.07912768423557281,0.7235469818115234,0.08521095663309097,0.7235469818115234
0.08015776425600052,0.7535415291786194,0.08009538799524307,0.7535415291786194
0.07933598011732101,0.7306469082832336,0.08218695968389511,0.7306469082832336
0.07954328507184982,0.7484118938446045,0.08150947839021683,0.7484118938446045
0.07907906919717789,0.7524793744087219,0.0812452882528305,0.7524793744087219
0.07925242930650711,0.7482389807701111,0.0795631930232048,0.7482389807701111
0.07939477264881134,0.7456314563751221,0.07939531654119492,0.7456314563751221
0.08098156005144119,0.6915545463562012,0.08748219907283783,0.6915545463562012
0.07878123968839645,0.6894333362579346,0.09035514295101166,0.6894333362579346
0.07839662581682205,0.7136232852935791,0.08605030179023743,0.7136232852935791
0.07786305248737335,0.7343376278877258,0.08514045178890228,0.7343376278877258
0.08010423183441162,0.7564664483070374,0.08383779972791672,0.7564664483070374
0.07800651341676712,0.7720333933830261,0.07894736528396606,0.7720333933830261
0.07669967412948608,0.775294840335846,0.07844613492488861,0.775294840335846
0.07599861919879913,0.5548954606056213,0.09290570765733719,0.5548954606056213
0.07627876847982407,0.7261565923690796,0.08464065939188004,0.7261565923690796
0.07658914476633072,0.7531797289848328,0.08299969136714935,0.7531797289848328
0.076084204018116,0.7398691177368164,0.08468236029148102,0.7398691177368164
0.07581708580255508,0.7550825476646423,0.0833451971411705,0.7550825476646423
0.07728254050016403,0.7146064043045044,0.08716512471437454,0.7146064043045044
0.07652998715639114,0.7631930708885193,0.08074332028627396,0.7631930708885193
0.07569648325443268,0.7596984505653381,0.08280538022518158,0.7596984505653381
0.07688097655773163,0.7800119519233704,0.07869930565357208,0.7800119519233704
